"","actual","trend","pred","lower","upper","date"
"1021",366.86,358.325181304083,NA,NA,NA,2018-10-17
"1022",363.26,345.627089693873,NA,NA,NA,2018-10-18
"1023",364.35,354.166775001192,NA,NA,NA,2018-10-19
"1024",366.43,347.174323079554,NA,NA,NA,2018-10-20
"1025",366.43,355.689942364989,NA,NA,NA,2018-10-21
"1026",366.43,347.696979443739,NA,NA,NA,2018-10-22
"1027",365.49,355.199364663068,NA,NA,NA,2018-10-23
"1028",361.15,347.275140979134,NA,NA,NA,2018-10-24
"1029",365.82,350.639378628432,NA,NA,NA,2018-10-25
"1030",367.49,351.864998246136,NA,NA,NA,2018-10-26
"1031",368.54,352.282104248597,NA,NA,NA,2018-10-27
"1032",368.54,352.876153616687,NA,NA,NA,2018-10-28
"1033",368.54,352.318564742246,NA,NA,NA,2018-10-29
"1034",368.56,352.841930929639,NA,NA,NA,2018-10-30
"1035",368.55,352.369459446734,NA,NA,NA,2018-10-31
"1036",368.95,352.803546186769,NA,NA,NA,2018-11-01
"1037",370.44,352.771551561355,NA,NA,NA,2018-11-02
"1038",371.31,354.200131938132,NA,NA,NA,2018-11-03
"1039",371.31,353.67583510305,NA,NA,NA,2018-11-04
"1040",371.31,354.167952589996,NA,NA,NA,2018-11-05
"1041",371.88,353.706039405034,NA,NA,NA,2018-11-06
"1042",370.85,354.674617678544,NA,NA,NA,2018-11-07
"1043",371.19,352.798704547633,NA,NA,NA,2018-11-08
"1044",371.08,354.878613347968,NA,NA,NA,2018-11-09
"1045",372.65,352.823112831179,NA,NA,NA,2018-11-10
"1046",372.65,356.226093898127,NA,NA,NA,2018-11-11
"1047",372.65,353.031974882455,NA,NA,NA,2018-11-12
"1048",374.47,356.030051006172,NA,NA,NA,2018-11-13
"1049",374.2,354.924280719871,NA,NA,NA,2018-11-14
"1050",375.9,355.708754600768,NA,NA,NA,2018-11-15
"1051",369.01,356.568089204411,NA,NA,NA,2018-11-16
"1052",367.06,349.294379322004,NA,NA,NA,2018-11-17
"1053",367.06,354.291340114551,NA,NA,NA,2018-11-18
"1054",367.06,349.601073793923,NA,NA,NA,2018-11-19
"1055",367.3,354.003469384305,NA,NA,NA,2018-11-20
"1056",364.95,350.096545823924,NA,NA,NA,2018-11-21
"1057",368.28,351.557911330321,NA,NA,NA,2018-11-22
"1058",367.27,353.311856136929,NA,NA,NA,2018-11-23
"1059",366.05,350.71755176339,NA,NA,NA,2018-11-24
"1060",366.05,352.007506554934,NA,NA,NA,2018-11-25
"1061",366.05,350.796724288454,NA,NA,NA,2018-11-26
"1062",371.03,351.933193338712,NA,NA,NA,2018-11-27
"1063",372.83,355.540822958851,NA,NA,NA,2018-11-28
"1064",372.73,353.844138778308,NA,NA,NA,2018-11-29
"1065",371.28,355.342824549037,NA,NA,NA,2018-11-30
"1066",371.56,352.575117909995,NA,NA,NA,2018-12-01
"1067",371.56,355.435767892595,NA,NA,NA,2018-12-02
"1068",371.56,352.75069373942,NA,NA,NA,2018-12-03
"1069",371.56,355.270968240635,NA,NA,NA,2018-12-04
"1070",371.14,352.905378614754,NA,NA,NA,2018-12-05
"1071",371.8,354.731555339944,NA,NA,NA,2018-12-06
"1072",369.98,353.63695411229,NA,NA,NA,2018-12-07
"1073",370.49,352.95607756108,NA,NA,NA,2018-12-08
"1074",370.49,354.073862633258,NA,NA,NA,2018-12-09
"1075",370.49,353.024682962776,NA,NA,NA,2018-12-10
"1076",369.35,354.009467970513,NA,NA,NA,2018-12-11
"1077",370.55,352.015094195311,NA,NA,NA,2018-12-12
"1078",370.11,355.013409442385,NA,NA,NA,2018-12-13
"1079",370.04,351.786124924342,NA,NA,NA,2018-12-14
"1080",371.31,354.749627311975,NA,NA,NA,2018-12-15
"1081",371.31,353.160065667932,NA,NA,NA,2018-12-16
"1082",371.31,354.652066056395,NA,NA,NA,2018-12-17
"1083",371.31,353.251638984242,NA,NA,NA,2018-12-18
"1084",371.31,354.566113162389,NA,NA,NA,2018-12-19
"1085",372.49,353.332316416116,NA,NA,NA,2018-12-20
"1086",370.76,355.597963487186,NA,NA,NA,2018-12-21
"1087",371.35,351.847554055415,NA,NA,NA,2018-12-22
"1088",371.35,355.921565643807,NA,NA,NA,2018-12-23
"1089",371.35,352.097601411111,NA,NA,NA,2018-12-24
"1090",371.68,355.68686524497,NA,NA,NA,2018-12-25
"1091",371.08,352.627642644546,NA,NA,NA,2018-12-26
"1092",373.56,354.935927503395,NA,NA,NA,2018-12-27
"1093",375.15,355.097103421462,NA,NA,NA,2018-12-28
"1094",380.44,356.438231708798,NA,NA,NA,2018-12-29
"1095",384.2,360.14473667598,NA,NA,NA,2018-12-30
"1096",384.2,360.19494838689,NA,NA,NA,2018-12-31
"1097",NA,NA,360.147818480061,342.878522125571,377.417114834551,2019-01-01
"1098",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-02
"1099",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-03
"1100",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-04
"1101",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-05
"1102",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-06
"1103",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-07
"1104",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-08
"1105",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-09
"1106",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-10
"1107",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-11
"1108",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-12
"1109",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-13
"1110",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-14
"1111",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-15
"1112",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-16
"1113",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-17
"1114",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-18
"1115",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-19
"1116",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-20
"1117",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-21
"1118",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-22
"1119",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-23
"1120",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-24
"1121",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-25
"1122",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-26
"1123",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-27
"1124",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-28
"1125",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-29
"1126",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-30
"1127",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-01-31
"1128",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-01
"1129",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-02
"1130",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-03
"1131",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-04
"1132",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-05
"1133",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-06
"1134",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-07
"1135",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-08
"1136",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-09
"1137",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-10
"1138",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-11
"1139",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-12
"1140",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-13
"1141",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-14
"1142",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-15
"1143",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-16
"1144",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-17
"1145",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-18
"1146",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-19
"1147",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-20
"1148",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-21
"1149",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-22
"1150",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-23
"1151",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-24
"1152",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-25
"1153",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-26
"1154",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-27
"1155",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-02-28
"1156",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-01
"1157",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-02
"1158",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-03
"1159",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-04
"1160",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-05
"1161",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-06
"1162",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-07
"1163",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-08
"1164",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-09
"1165",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-10
"1166",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-11
"1167",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-12
"1168",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-13
"1169",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-14
"1170",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-15
"1171",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-16
"1172",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-17
"1173",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-18
"1174",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-19
"1175",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-20
"1176",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-21
"1177",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-22
"1178",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-23
"1179",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-24
"1180",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-25
"1181",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-26
"1182",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-27
"1183",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-28
"1184",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-29
"1185",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-30
"1186",NA,NA,337.616105749026,313.931250781386,361.300960716665,2019-03-31
