"","actual","trend","pred","lower","upper","date"
"556",323.94,328.766342656841,NA,NA,NA,2017-07-09
"557",323.94,333.085985671046,NA,NA,NA,2017-07-10
"558",326.44,329.031465936394,NA,NA,NA,2017-07-11
"559",327.2,335.183694147827,NA,NA,NA,2017-07-12
"560",328.52,330.122420421015,NA,NA,NA,2017-07-13
"561",327.56,336.112035806475,NA,NA,NA,2017-07-14
"562",326.72,329.588961414465,NA,NA,NA,2017-07-15
"563",326.72,334.923230288102,NA,NA,NA,2017-07-16
"564",326.72,329.916358575097,NA,NA,NA,2017-07-17
"565",325.62,334.615927521534,NA,NA,NA,2017-07-18
"566",325.91,329.172314086703,NA,NA,NA,2017-07-19
"567",326.02,334.554020108691,NA,NA,NA,2017-07-20
"568",325.56,329.605871377153,NA,NA,NA,2017-07-21
"569",324.98,333.818554588296,NA,NA,NA,2017-07-22
"570",324.98,329.320028067097,NA,NA,NA,2017-07-23
"571",324.98,333.542452118593,NA,NA,NA,2017-07-24
"572",326.7,329.579184416017,NA,NA,NA,2017-07-25
"573",326.97,334.913634735552,NA,NA,NA,2017-07-26
"574",326.66,330.160021138735,NA,NA,NA,2017-07-27
"575",325.58,334.330902612555,NA,NA,NA,2017-07-28
"576",326.74,329.402300297523,NA,NA,NA,2017-07-29
"577",326.74,335.117207330712,NA,NA,NA,2017-07-30
"578",326.74,329.753059582492,NA,NA,NA,2017-07-31
"579",328.07,334.787976318256,NA,NA,NA,2017-08-01
"580",330.07,331.310453298182,NA,NA,NA,2017-08-02
"581",335.21,336.451786762282,NA,NA,NA,2017-08-03
"582",335.71,336.450535141143,NA,NA,NA,2017-08-04
"583",333.36,336.921021841838,NA,NA,NA,2017-08-05
"584",333.36,334.27364590089,NA,NA,NA,2017-08-06
"585",333.36,336.758535962944,NA,NA,NA,2017-08-07
"586",331.67,334.42615901376,NA,NA,NA,2017-08-08
"587",332.19,335.029109305945,NA,NA,NA,2017-08-09
"588",332.39,334.951250187598,NA,NA,NA,2017-08-10
"589",332.69,335.212055368741,NA,NA,NA,2017-08-11
"590",333.17,335.248844558502,NA,NA,NA,2017-08-12
"591",333.17,335.664852772795,NA,NA,NA,2017-08-13
"592",333.17,335.274377562441,NA,NA,NA,2017-08-14
"593",332.42,335.640886887648,NA,NA,NA,2017-08-15
"594",332.91,334.592904663633,NA,NA,NA,2017-08-16
"595",332.7,336.03649138094,NA,NA,NA,2017-08-17
"596",332.68,334.484395535003,NA,NA,NA,2017-08-18
"597",332.8,335.922457157758,NA,NA,NA,2017-08-19
"598",332.8,334.6852931506,NA,NA,NA,2017-08-20
"599",332.8,335.846524730508,NA,NA,NA,2017-08-21
"600",332.58,334.756565133903,NA,NA,NA,2017-08-22
"601",333.08,335.573129915109,NA,NA,NA,2017-08-23
"602",333.32,335.275994677666,NA,NA,NA,2017-08-24
"603",331.22,335.780162594605,NA,NA,NA,2017-08-25
"604",332.85,333.335828612178,NA,NA,NA,2017-08-26
"605",332.85,337.160095451588,NA,NA,NA,2017-08-27
"606",332.85,333.570547583865,NA,NA,NA,2017-08-28
"607",333.44,336.939782638776,NA,NA,NA,2017-08-29
"608",334.7,334.331126474293,NA,NA,NA,2017-08-30
"609",334.7,337.962339218933,NA,NA,NA,2017-08-31
"610",337.04,334.553996518981,NA,NA,NA,2017-09-01
"611",337.04,339.949527779748,NA,NA,NA,2017-09-02
"612",337.04,334.885153732224,NA,NA,NA,2017-09-03
"613",337.04,339.638695738316,NA,NA,NA,2017-09-04
"614",338.22,335.176908083684,NA,NA,NA,2017-09-05
"615",340.58,340.472424243052,NA,NA,NA,2017-09-06
"616",341.22,337.717078914652,NA,NA,NA,2017-09-07
"617",336.66,340.904030844402,NA,NA,NA,2017-09-08
"618",334.29,333.632557396415,NA,NA,NA,2017-09-09
"619",334.29,338.233197022973,NA,NA,NA,2017-09-10
"620",334.29,333.914927180637,NA,NA,NA,2017-09-11
"621",336.49,337.968158023493,NA,NA,NA,2017-09-12
"622",338.67,336.228671450062,NA,NA,NA,2017-09-13
"623",340,339.907594826235,NA,NA,NA,2017-09-14
"624",338.08,337.702839444237,NA,NA,NA,2017-09-15
"625",338.9,337.970117622564,NA,NA,NA,2017-09-16
"626",338.9,338.4889154784,NA,NA,NA,2017-09-17
"627",338.9,338.001959464242,NA,NA,NA,2017-09-18
"628",340.02,338.459027968009,NA,NA,NA,2017-09-19
"629",340.95,339.081271247224,NA,NA,NA,2017-09-20
"630",341.61,339.370139029536,NA,NA,NA,2017-09-21
"631",340.35,339.718492561491,NA,NA,NA,2017-09-22
"632",340.11,338.208853659813,NA,NA,NA,2017-09-23
"633",340.11,339.400566948575,NA,NA,NA,2017-09-24
"634",340.11,338.281996494617,NA,NA,NA,2017-09-25
"635",341.27,339.331913343129,NA,NA,NA,2017-09-26
"636",339.68,339.435240008942,NA,NA,NA,2017-09-27
"637",339.91,337.845843301581,NA,NA,NA,2017-09-28
"638",340.43,339.553572350231,NA,NA,NA,2017-09-29
"639",341.19,338.438741598862,NA,NA,NA,2017-09-30
"640",341.19,340.198502360472,NA,NA,NA,2017-10-01
"641",341.19,338.546749029757,NA,NA,NA,2017-10-02
"642",341.24,340.097124015407,NA,NA,NA,2017-10-03
"643",342.36,338.68883634703,NA,NA,NA,2017-10-04
"644",343.61,341.061947322312,NA,NA,NA,2017-10-05
"645",345,340.007768632427,NA,NA,NA,2017-10-06
"646",343.66,342.30193291882,NA,NA,NA,2017-10-07
"647",343.66,338.890819831537,NA,NA,NA,2017-10-08
"648",343.66,342.092571755026,NA,NA,NA,2017-10-09
"649",341.97,339.087331202379,NA,NA,NA,2017-10-10
"650",337.48,340.321847285996,NA,NA,NA,2017-10-11
"651",335.54,334.948680254361,NA,NA,NA,2017-10-12
"652",334.25,338.171132534873,NA,NA,NA,2017-10-13
"653",334.21,333.935637434272,NA,NA,NA,2017-10-14
"654",334.21,337.873628982667,NA,NA,NA,2017-10-15
"655",334.21,334.177336396601,NA,NA,NA,2017-10-16
"656",333.03,337.646764584525,NA,NA,NA,2017-10-17
"657",333.53,333.28270063739,NA,NA,NA,2017-10-18
"658",333.57,337.848226816154,NA,NA,NA,2017-10-19
"659",334.11,333.600460243513,NA,NA,NA,2017-10-20
"660",335.24,338.094371890805,NA,NA,NA,2017-10-21
"661",335.24,334.93692436222,NA,NA,NA,2017-10-22
"662",335.24,337.900579755426,NA,NA,NA,2017-10-23
"663",336.05,335.118822272471,NA,NA,NA,2017-10-24
"664",334.94,338.490131324825,NA,NA,NA,2017-10-25
"665",332.94,334.283867999338,NA,NA,NA,2017-10-26
"666",333.87,336.35471926265,NA,NA,NA,2017-10-27
"667",334.4,335.283889116226,NA,NA,NA,2017-10-28
"668",334.4,336.786466389199,NA,NA,NA,2017-10-29
"669",334.4,335.37611160153,NA,NA,NA,2017-10-30
"670",334,336.699904169726,NA,NA,NA,2017-10-31
"671",334.71,335.081911441342,NA,NA,NA,2017-11-01
"672",335.14,337.267020819205,NA,NA,NA,2017-11-02
"673",335.15,335.619633387971,NA,NA,NA,2017-11-03
"674",334.1,337.175296674452,NA,NA,NA,2017-11-04
"675",334.1,334.729559102585,NA,NA,NA,2017-11-05
"676",334.1,337.025186592705,NA,NA,NA,2017-11-06
"677",334.52,334.870455997725,NA,NA,NA,2017-11-07
"678",332.9,337.287159409194,NA,NA,NA,2017-11-08
"679",333.76,333.49821351924,NA,NA,NA,2017-11-09
"680",332.99,337.861824770022,NA,NA,NA,2017-11-10
"681",332.57,333.043295077203,NA,NA,NA,2017-11-11
"682",332.57,337.171859725796,NA,NA,NA,2017-11-12
"683",332.57,333.296690692508,NA,NA,NA,2017-11-13
"684",332.74,336.934016570806,NA,NA,NA,2017-11-14
"685",332.86,333.679501983883,NA,NA,NA,2017-11-15
"686",332.72,336.846901683941,NA,NA,NA,2017-11-16
"687",332.38,333.742497613936,NA,NA,NA,2017-11-17
"688",332.21,336.337233063029,NA,NA,NA,2017-11-18
"689",332.21,333.742186573637,NA,NA,NA,2017-11-19
"690",332.21,336.177958967092,NA,NA,NA,2017-11-20
"691",331,333.891685030587,NA,NA,NA,2017-11-21
"692",330.29,334.901901361219,NA,NA,NA,2017-11-22
"693",330.22,333.287265374523,NA,NA,NA,2017-11-23
"694",330,334.737097471832,NA,NA,NA,2017-11-24
"695",330.39,333.169753325607,NA,NA,NA,2017-11-25
"696",330.39,335.006963123333,NA,NA,NA,2017-11-26
"697",330.39,333.28251428414,NA,NA,NA,2017-11-27
"698",330.65,334.9011230041,NA,NA,NA,2017-11-28
"699",331.5,333.62590052654,NA,NA,NA,2017-11-29
"700",331.61,335.620684921328,NA,NA,NA,2017-11-30
"701",331.22,333.851581433123,NA,NA,NA,2017-12-01
"702",331.22,335.146040787905,NA,NA,NA,2017-12-02
"703",331.22,333.931030431167,NA,NA,NA,2017-12-03
"704",331.22,335.071468067564,NA,NA,NA,2017-12-04
"705",332.75,334.001026161206,NA,NA,NA,2017-12-05
"706",332.99,336.441862821428,NA,NA,NA,2017-12-06
"707",333.43,334.37610515528,NA,NA,NA,2017-12-07
"708",334.85,336.728068934288,NA,NA,NA,2017-12-08
"709",334.32,335.853305551865,NA,NA,NA,2017-12-09
"710",334.32,336.176908667498,NA,NA,NA,2017-12-10
"711",334.32,335.873167081859,NA,NA,NA,2017-12-11
"712",335.05,336.158266162768,NA,NA,NA,2017-12-12
"713",334.85,336.575860753452,NA,NA,NA,2017-12-13
"714",335.38,335.996171772741,NA,NA,NA,2017-12-14
"715",334.92,337.037752259097,NA,NA,NA,2017-12-15
"716",335.33,335.628333079068,NA,NA,NA,2017-12-16
"717",335.33,337.336083221099,NA,NA,NA,2017-12-17
"718",335.33,335.733148295701,NA,NA,NA,2017-12-18
"719",335.33,337.23770116431,NA,NA,NA,2017-12-19
"720",335.33,335.82549203556,NA,NA,NA,2017-12-20
"721",335.68,337.151025132425,NA,NA,NA,2017-12-21
"722",334.13,336.235366551371,NA,NA,NA,2017-12-22
"723",332.68,335.639958599102,NA,NA,NA,2017-12-23
"724",332.68,334.837818164995,NA,NA,NA,2017-12-24
"725",332.68,335.590726266278,NA,NA,NA,2017-12-25
"726",333.32,334.884028804244,NA,NA,NA,2017-12-26
"727",332.36,336.148071091643,NA,NA,NA,2017-12-27
"728",331.38,334.060532071566,NA,NA,NA,2017-12-28
"729",331.31,335.100094553705,NA,NA,NA,2017-12-29
"730",332.33,334.058632801919,NA,NA,NA,2017-12-30
"731",332.33,335.993569862079,NA,NA,NA,2017-12-31
"732",332.33,334.177391888592,NA,NA,NA,2018-01-01
"733",332.33,335.882099757026,NA,NA,NA,2018-01-02
"734",332.33,334.282020382028,NA,NA,NA,2018-01-03
"735",333.29,335.783892963074,NA,NA,NA,2018-01-04
"736",332.42,335.275278462688,NA,NA,NA,2018-01-05
"737",330.13,334.936073432276,NA,NA,NA,2018-01-06
"738",330.13,333.105010847603,NA,NA,NA,2018-01-07
"739",330.13,334.823689766329,NA,NA,NA,2018-01-08
"740",330.43,333.210496831035,NA,NA,NA,2018-01-09
"741",330.26,335.006265251443,NA,NA,NA,2018-01-10
"742",330.16,333.161148229484,NA,NA,NA,2018-01-11
"743",330.61,334.799156597663,NA,NA,NA,2018-01-12
"744",329.67,333.684063670337,NA,NA,NA,2018-01-13
"745",329.67,333.848410058894,NA,NA,NA,2018-01-14
"746",329.67,333.694150627378,NA,NA,NA,2018-01-15
"747",329.41,333.838942200959,NA,NA,NA,2018-01-16
"748",327.89,333.458995196517,NA,NA,NA,2018-01-17
"749",327.1,332.388914323205,NA,NA,NA,2018-01-18
"750",325.2,332.651804896432,NA,NA,NA,2018-01-19
"751",324.27,330.621664330602,NA,NA,NA,2018-01-20
"752",324.27,331.654282447512,NA,NA,NA,2018-01-21
"753",324.27,330.6850425081,NA,NA,NA,2018-01-22
"754",324.65,331.594794181799,NA,NA,NA,2018-01-23
"755",323.2,331.097556653509,NA,NA,NA,2018-01-24
"756",321.07,330.203271123136,NA,NA,NA,2018-01-25
"757",319.83,329.043400113652,NA,NA,NA,2018-01-26
"758",320.66,328.968189136194,NA,NA,NA,2018-01-27
"759",320.66,329.817841702403,NA,NA,NA,2018-01-28
"760",320.66,329.020337583206,NA,NA,NA,2018-01-29
"761",322.25,329.768893928977,NA,NA,NA,2018-01-30
"762",322.43,330.558692968029,NA,NA,NA,2018-01-31
"763",322.9,329.986321077603,NA,NA,NA,2018-02-01
"764",322.73,330.964716140964,NA,NA,NA,2018-02-02
"765",321.62,329.886805204282,NA,NA,NA,2018-02-03
"766",321.62,329.856685645776,NA,NA,NA,2018-02-04
"767",321.62,329.884956580193,NA,NA,NA,2018-02-05
"768",322.33,329.85842080834,NA,NA,NA,2018-02-06
"769",324.06,330.549750812332,NA,NA,NA,2018-02-07
"770",323.84,331.524671189492,NA,NA,NA,2018-02-08
"771",325.35,330.403090486041,NA,NA,NA,2018-02-09
"772",327.32,332.873154762275,NA,NA,NA,2018-02-10
"773",327.32,332.403782531764,NA,NA,NA,2018-02-11
"774",327.32,332.844346477731,NA,NA,NA,2018-02-12
"775",326.7,332.430822673235,NA,NA,NA,2018-02-13
"776",324.21,332.237019202287,NA,NA,NA,2018-02-14
"777",322.55,330.081754493823,NA,NA,NA,2018-02-15
"778",320.42,330.546621735802,NA,NA,NA,2018-02-16
"779",319.42,328.111017588235,NA,NA,NA,2018-02-17
"780",319.42,329.458509806531,NA,NA,NA,2018-02-18
"781",319.42,328.193721541991,NA,NA,NA,2018-02-19
"782",319.32,329.380881907296,NA,NA,NA,2018-02-20
"783",318.99,328.172722555787,NA,NA,NA,2018-02-21
"784",319.88,328.99698382209,NA,NA,NA,2018-02-22
"785",319.68,329.058687762029,NA,NA,NA,2018-02-23
"786",319.65,328.813046215811,NA,NA,NA,2018-02-24
"787",319.65,329.015452503061,NA,NA,NA,2018-02-25
"788",319.65,328.825469144859,NA,NA,NA,2018-02-26
"789",318.91,329.003792046208,NA,NA,NA,2018-02-27
"790",318.68,328.141832316189,NA,NA,NA,2018-02-28
"791",320.3,328.735004758551,NA,NA,NA,2018-03-01
"792",321.34,329.698809541223,NA,NA,NA,2018-03-02
"793",322.39,329.770328185547,NA,NA,NA,2018-03-03
"794",322.2,330.688754072485,NA,NA,NA,2018-03-04
"795",322.2,329.648359156005,NA,NA,NA,2018-03-05
"796",321.26,330.624898584571,NA,NA,NA,2018-03-06
"797",319.45,328.825989065936,NA,NA,NA,2018-03-07
"798",320.19,328.815579276189,NA,NA,NA,2018-03-08
"799",320.19,329.519931763559,NA,NA,NA,2018-03-09
"800",320.19,328.8588097563,NA,NA,NA,2018-03-10
"801",320.19,329.479354606101,NA,NA,NA,2018-03-11
"802",320.19,328.89689644197,NA,NA,NA,2018-03-12
"803",320.55,329.443605536521,NA,NA,NA,2018-03-13
"804",321.6,329.268355936958,NA,NA,NA,2018-03-14
"805",321.98,330.41840437035,NA,NA,NA,2018-03-15
"806",321.78,329.695618584682,NA,NA,NA,2018-03-16
"807",322.72,330.186317764688,NA,NA,NA,2018-03-17
"808",322.72,330.608042207071,NA,NA,NA,2018-03-18
"809",322.72,330.212201608993,NA,NA,NA,2018-03-19
"810",320.6,330.583747014807,NA,NA,NA,2018-03-20
"811",320.34,328.245123201581,NA,NA,NA,2018-03-21
"812",320.34,330.196168981042,NA,NA,NA,2018-03-22
"813",320.34,328.364870980253,NA,NA,NA,2018-03-23
"814",320.34,330.083770866149,NA,NA,NA,2018-03-24
"815",320.34,328.470370525811,NA,NA,NA,2018-03-25
"816",320.34,329.984746481945,NA,NA,NA,2018-03-26
"817",319.26,328.563317169468,NA,NA,NA,2018-03-27
"818",318.9,328.883790847703,NA,NA,NA,2018-03-28
"819",319.33,328.245082058981,NA,NA,NA,2018-03-29
"820",319.02,329.248197561864,NA,NA,NA,2018-03-30
"821",318.31,328.015676100529,NA,NA,NA,2018-03-31
"822",318.31,328.506127179425,NA,NA,NA,2018-04-01
"823",318.31,328.045778124717,NA,NA,NA,2018-04-02
"824",319.24,328.477872703136,NA,NA,NA,2018-04-03
"825",320.37,328.945218581291,NA,NA,NA,2018-04-04
"826",319.88,329.567201510305,NA,NA,NA,2018-04-05
"827",319.68,328.523467869479,NA,NA,NA,2018-04-06
"828",319.66,329.31541634445,NA,NA,NA,2018-04-07
"829",319.66,328.553302182594,NA,NA,NA,2018-04-08
"830",319.66,329.268640672173,NA,NA,NA,2018-04-09
"831",320.29,328.597206941789,NA,NA,NA,2018-04-10
"832",325.37,329.818763613447,NA,NA,NA,2018-04-11
"833",330.88,333.440390347034,NA,NA,NA,2018-04-12
"834",329.61,335.212862435557,NA,NA,NA,2018-04-13
"835",327.29,332.357125726649,NA,NA,NA,2018-04-14
"836",327.29,332.859980951421,NA,NA,NA,2018-04-15
"837",327.29,332.387989070192,NA,NA,NA,2018-04-16
"838",330.02,332.831011882667,NA,NA,NA,2018-04-17
"839",328.12,334.977623097767,NA,NA,NA,2018-04-18
"840",327.87,331.179377507533,NA,NA,NA,2018-04-19
"841",325.79,334.509845261855,NA,NA,NA,2018-04-20
"842",326.17,329.431451466012,NA,NA,NA,2018-04-21
"843",326.17,334.554829785001,NA,NA,NA,2018-04-22
"844",326.17,329.745904965492,NA,NA,NA,2018-04-23
"845",326.52,334.259676246831,NA,NA,NA,2018-04-24
"846",325.8,330.351461430179,NA,NA,NA,2018-04-25
"847",326.28,333.343995732184,NA,NA,NA,2018-04-26
"848",327.92,330.985671241486,NA,NA,NA,2018-04-27
"849",327.72,334.738593763039,NA,NA,NA,2018-04-28
"850",327.25,331.02828661023,NA,NA,NA,2018-04-29
"851",327.25,334.069716018677,NA,NA,NA,2018-04-30
"852",327.25,331.214957994103,NA,NA,NA,2018-05-01
"853",327.25,333.894501815254,NA,NA,NA,2018-05-02
"854",329.99,331.379418215291,NA,NA,NA,2018-05-03
"855",330.72,336.311964745925,NA,NA,NA,2018-05-04
"856",328.99,332.367354557487,NA,NA,NA,2018-05-05
"857",328.85,334.446040385009,NA,NA,NA,2018-05-06
"858",328.85,332.363529065648,NA,NA,NA,2018-05-07
"859",328.85,334.318223750885,NA,NA,NA,2018-05-08
"860",328.85,332.483500800296,NA,NA,NA,2018-05-09
"861",328.85,334.205615425583,NA,NA,NA,2018-05-10
"862",327.63,332.589197654347,NA,NA,NA,2018-05-11
"863",326.4,332.961284808623,NA,NA,NA,2018-05-12
"864",326.4,331.457527678165,NA,NA,NA,2018-05-13
"865",326.4,332.868989908149,NA,NA,NA,2018-05-14
"866",327.85,331.54415786824,NA,NA,NA,2018-05-15
"867",327.77,334.148681258057,NA,NA,NA,2018-05-16
"868",329.16,331.628923716437,NA,NA,NA,2018-05-17
"869",327.11,335.298715191814,NA,NA,NA,2018-05-18
"870",328.31,329.929982789913,NA,NA,NA,2018-05-19
"871",328.31,336.095551349068,NA,NA,NA,2018-05-20
"872",328.31,330.308401967455,NA,NA,NA,2018-05-21
"873",328.95,335.740358103174,NA,NA,NA,2018-05-22
"874",327.11,331.242514032272,NA,NA,NA,2018-05-23
"875",326,333.737229730227,NA,NA,NA,2018-05-24
"876",325.75,330.353757788887,NA,NA,NA,2018-05-25
"877",327.42,333.29490912532,NA,NA,NA,2018-05-26
"878",327.42,332.101776229303,NA,NA,NA,2018-05-27
"879",327.42,333.221679160414,NA,NA,NA,2018-05-28
"880",329.81,332.170511617135,NA,NA,NA,2018-05-29
"881",329.38,335.400473368277,NA,NA,NA,2018-05-30
"882",330.67,331.965146166636,NA,NA,NA,2018-05-31
"883",329.35,336.400450734337,NA,NA,NA,2018-06-01
"884",330.78,330.998384898818,NA,NA,NA,2018-06-02
"885",330.78,337.411124485737,NA,NA,NA,2018-06-03
"886",330.78,331.391974495137,NA,NA,NA,2018-06-04
"887",330.73,337.041691923745,NA,NA,NA,2018-06-05
"888",330.91,331.691801499876,NA,NA,NA,2018-06-06
"889",331.83,336.88228825545,NA,NA,NA,2018-06-07
"890",333.08,332.873907755,NA,NA,NA,2018-06-08
"891",334.02,337.809548834893,NA,NA,NA,2018-06-09
"892",334.02,334.059145026583,NA,NA,NA,2018-06-10
"893",334.02,337.579363295477,NA,NA,NA,2018-06-11
"894",333.8,334.275202651976,NA,NA,NA,2018-06-12
"895",334.5,337.170069230717,NA,NA,NA,2018-06-13
"896",335.67,335.109915225127,NA,NA,NA,2018-06-14
"897",335.99,338.141814647963,NA,NA,NA,2018-06-15
"898",336.39,335.59636131024,NA,NA,NA,2018-06-16
"899",336.39,338.361033910736,NA,NA,NA,2018-06-17
"900",336.39,335.766046412533,NA,NA,NA,2018-06-18
"901",338.78,338.201763435453,NA,NA,NA,2018-06-19
"902",339.95,338.158852349738,NA,NA,NA,2018-06-20
"903",341.08,339.297319560394,NA,NA,NA,2018-06-21
"904",341.18,339.289372034965,NA,NA,NA,2018-06-22
"905",340.27,339.390694151334,NA,NA,NA,2018-06-23
"906",340.27,338.441443144845,NA,NA,NA,2018-06-24
"907",340.27,339.332432730394,NA,NA,NA,2018-06-25
"908",339.5,338.49612870108,NA,NA,NA,2018-06-26
"909",338.84,338.558363240939,NA,NA,NA,2018-06-27
"910",340.44,337.880456713645,NA,NA,NA,2018-06-28
"911",341.31,340.018553991182,NA,NA,NA,2018-06-29
"912",341.08,338.828287707528,NA,NA,NA,2018-06-30
"913",341.08,339.729616494373,NA,NA,NA,2018-07-01
"914",341.08,338.883607844664,NA,NA,NA,2018-07-02
"915",341.62,339.677691697115,NA,NA,NA,2018-07-03
"916",343,339.439202546361,NA,NA,NA,2018-07-04
"917",343.07,340.958354981058,NA,NA,NA,2018-07-05
"918",343.38,339.598146018031,NA,NA,NA,2018-07-06
"919",343.38,341.165843899387,NA,NA,NA,2018-07-07
"920",343.38,339.694365358909,NA,NA,NA,2018-07-08
"921",343.38,341.075530136152,NA,NA,NA,2018-07-09
"922",343.48,339.779136006423,NA,NA,NA,2018-07-10
"923",343.25,341.089824768833,NA,NA,NA,2018-07-11
"924",343.11,339.643697630177,NA,NA,NA,2018-07-12
"925",344.37,340.869659646536,NA,NA,NA,2018-07-13
"926",343.45,340.901608508038,NA,NA,NA,2018-07-14
"927",343.45,340.008086651568,NA,NA,NA,2018-07-15
"928",343.45,340.846767530633,NA,NA,NA,2018-07-16
"929",342.49,340.059561698099,NA,NA,NA,2018-07-17
"930",343.06,339.897372980254,NA,NA,NA,2018-07-18
"931",344.58,340.584622735901,NA,NA,NA,2018-07-19
"932",345.55,341.366261933553,NA,NA,NA,2018-07-20
"933",346.68,341.543061865363,NA,NA,NA,2018-07-21
"934",346.68,342.437758134207,NA,NA,NA,2018-07-22
"935",346.68,341.597974923738,NA,NA,NA,2018-07-23
"936",345.68,342.386215430761,NA,NA,NA,2018-07-24
"937",344.64,340.707730333223,NA,NA,NA,2018-07-25
"938",346.31,341.307027640833,NA,NA,NA,2018-07-26
"939",345.91,342.312014669151,NA,NA,NA,2018-07-27
"940",346.15,340.993260407627,NA,NA,NA,2018-07-28
"941",346.15,342.456344253685,NA,NA,NA,2018-07-29
"942",346.15,341.083058936406,NA,NA,NA,2018-07-30
"943",347.06,342.372057217492,NA,NA,NA,2018-07-31
"944",346.7,342.016320411231,NA,NA,NA,2018-08-01
"945",348.21,342.012318876129,NA,NA,NA,2018-08-02
"946",349.68,343.433396748115,NA,NA,NA,2018-08-03
"947",349.76,343.479316221748,NA,NA,NA,2018-08-04
"948",349.76,343.511305014865,NA,NA,NA,2018-08-05
"949",349.76,343.481279572357,NA,NA,NA,2018-08-06
"950",348.8,343.509462167259,NA,NA,NA,2018-08-07
"951",348.82,342.581930466307,NA,NA,NA,2018-08-08
"952",348.59,343.471306270762,NA,NA,NA,2018-08-09
"953",354.06,342.420633501107,NA,NA,NA,2018-08-10
"954",356.8,348.541092145683,NA,NA,NA,2018-08-11
"955",356.8,345.368113211652,NA,NA,NA,2018-08-12
"956",356.8,348.346346751636,NA,NA,NA,2018-08-13
"957",363.22,345.550905873175,NA,NA,NA,2018-08-14
"958",363.28,354.200737996424,NA,NA,NA,2018-08-15
"959",361.66,346.138117139439,NA,NA,NA,2018-08-16
"960",360.87,352.185314401256,NA,NA,NA,2018-08-17
"961",360.12,345.767758335492,NA,NA,NA,2018-08-18
"962",360.12,351.0874613388,NA,NA,NA,2018-08-19
"963",360.12,346.094261498334,NA,NA,NA,2018-08-20
"964",360.71,350.780997699834,NA,NA,NA,2018-08-21
"965",360.71,346.93570360446,NA,NA,NA,2018-08-22
"966",361.66,350.54498815505,NA,NA,NA,2018-08-23
"967",361.63,348.048920388579,NA,NA,NA,2018-08-24
"968",360.55,350.363630283185,NA,NA,NA,2018-08-25
"969",359.64,347.177274786715,NA,NA,NA,2018-08-26
"970",359.64,349.313916229808,NA,NA,NA,2018-08-27
"971",361.19,347.308413722215,NA,NA,NA,2018-08-28
"972",361.31,350.645692991876,NA,NA,NA,2018-08-29
"973",363.43,347.625878102583,NA,NA,NA,2018-08-30
"974",363.43,352.450230678147,NA,NA,NA,2018-08-31
"975",363.43,347.921978537815,NA,NA,NA,2018-09-01
"976",363.43,352.172303762857,NA,NA,NA,2018-09-02
"977",363.43,348.182847354781,NA,NA,NA,2018-09-03
"978",365.23,351.927446082937,NA,NA,NA,2018-09-04
"979",367.52,350.102199437934,NA,NA,NA,2018-09-05
"980",369.89,353.964867876102,NA,NA,NA,2018-09-06
"981",372.23,352.563813756597,NA,NA,NA,2018-09-07
"982",375.62,356.07525618507,NA,NA,NA,2018-09-08
"983",375.62,355.961267431544,NA,NA,NA,2018-09-09
"984",375.62,356.068259988378,NA,NA,NA,2018-09-10
"985",378.11,355.967834228259,NA,NA,NA,2018-09-11
"986",380.93,358.39926949525,NA,NA,NA,2018-09-12
"987",377.74,358.763985600954,NA,NA,NA,2018-09-13
"988",375.31,355.427444466822,NA,NA,NA,2018-09-14
"989",373.65,356.278345549742,NA,NA,NA,2018-09-15
"990",373.65,353.921554037346,NA,NA,NA,2018-09-16
"991",373.65,356.133694639253,NA,NA,NA,2018-09-17
"992",371.86,354.057326824422,NA,NA,NA,2018-09-18
"993",369.36,354.32611847058,NA,NA,NA,2018-09-19
"994",361.94,351.727264738091,NA,NA,NA,2018-09-20
"995",359,347.202022114803,NA,NA,NA,2018-09-21
"996",352.54,348.689968567599,NA,NA,NA,2018-09-22
"997",352.54,341.229836876891,NA,NA,NA,2018-09-23
"998",352.54,348.232094022588,NA,NA,NA,2018-09-24
"999",354.12,341.659608821618,NA,NA,NA,2018-09-25
"1000",356.54,349.311725449102,NA,NA,NA,2018-09-26
"1001",359.76,344.400736265419,NA,NA,NA,2018-09-27
"1002",361.82,352.032676219501,NA,NA,NA,2018-09-28
"1003",363.07,346.802720774148,NA,NA,NA,2018-09-29
"1004",363.07,352.884961169118,NA,NA,NA,2018-09-30
"1005",363.07,347.176025585505,NA,NA,NA,2018-10-01
"1006",364.35,352.534568389042,NA,NA,NA,2018-10-02
"1007",360.65,348.706351049974,NA,NA,NA,2018-10-03
"1008",364.2,348.826698895818,NA,NA,NA,2018-10-04
"1009",367.2,352.045852028678,NA,NA,NA,2018-10-05
"1010",373.71,351.840149682634,NA,NA,NA,2018-10-06
"1011",373.71,358.143667729043,NA,NA,NA,2018-10-07
"1012",373.71,352.227035675688,NA,NA,NA,2018-10-08
"1013",372.27,357.780527328612,NA,NA,NA,2018-10-09
"1014",372.17,351.216269627765,NA,NA,NA,2018-10-10
"1015",368.7,357.283775746158,NA,NA,NA,2018-10-11
"1016",372,348.331645524003,NA,NA,NA,2018-10-12
"1017",370.03,359.831786534242,NA,NA,NA,2018-10-13
"1018",370.03,347.188391611338,NA,NA,NA,2018-10-14
"1019",370.03,359.055782981258,NA,NA,NA,2018-10-15
"1020",369.98,347.916767013978,NA,NA,NA,2018-10-16
